[2023-12-12 14:23:30,040] [12892] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: /home/zmarinov/repos/AutoPET2-Submission/radiology; studies: /cvhci/data/AutoPET/AutoPET/imagesTs; conf: {'models': 'sw_fastedit'}
[2023-12-12 14:23:32,321] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_43 => tumor_43.nii.gz
[2023-12-12 14:23:32,321] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_65 => tumor_65.nii.gz
[2023-12-12 14:23:32,322] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_11 => tumor_11.nii.gz
[2023-12-12 14:23:32,323] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_95 => tumor_95.nii.gz
[2023-12-12 14:23:32,323] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_4 => tumor_4.nii.gz
[2023-12-12 14:23:32,324] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_3 => tumor_3.nii.gz
[2023-12-12 14:23:32,324] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_40 => tumor_40.nii.gz
[2023-12-12 14:23:32,325] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_101 => tumor_101.nii.gz
[2023-12-12 14:23:32,326] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_39 => tumor_39.nii.gz
[2023-12-12 14:23:32,326] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_104 => tumor_104.nii.gz
[2023-12-12 14:23:32,327] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_35 => tumor_35.nii.gz
[2023-12-12 14:23:32,327] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_29 => tumor_29.nii.gz
[2023-12-12 14:23:32,328] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_21 => tumor_21.nii.gz
[2023-12-12 14:23:32,328] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_37 => tumor_37.nii.gz
[2023-12-12 14:23:32,329] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_18 => tumor_18.nii.gz
[2023-12-12 14:23:32,329] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_97 => tumor_97.nii.gz
[2023-12-12 14:23:32,330] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_48 => tumor_48.nii.gz
[2023-12-12 14:23:32,330] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_24 => tumor_24.nii.gz
[2023-12-12 14:23:32,331] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_77 => tumor_77.nii.gz
[2023-12-12 14:23:32,332] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_76 => tumor_76.nii.gz
[2023-12-12 14:23:32,332] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_85 => tumor_85.nii.gz
[2023-12-12 14:23:32,333] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_92 => tumor_92.nii.gz
[2023-12-12 14:23:32,334] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_82 => tumor_82.nii.gz
[2023-12-12 14:23:32,334] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_89 => tumor_89.nii.gz
[2023-12-12 14:23:32,335] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_64 => tumor_64.nii.gz
[2023-12-12 14:23:32,336] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_73 => tumor_73.nii.gz
[2023-12-12 14:23:32,336] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_13 => tumor_13.nii.gz
[2023-12-12 14:23:32,337] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_23 => tumor_23.nii.gz
[2023-12-12 14:23:32,337] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_57 => tumor_57.nii.gz
[2023-12-12 14:23:32,338] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_26 => tumor_26.nii.gz
[2023-12-12 14:23:32,339] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_44 => tumor_44.nii.gz
[2023-12-12 14:23:32,339] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_34 => tumor_34.nii.gz
[2023-12-12 14:23:32,340] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_17 => tumor_17.nii.gz
[2023-12-12 14:23:32,341] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_67 => tumor_67.nii.gz
[2023-12-12 14:23:32,341] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_80 => tumor_80.nii.gz
[2023-12-12 14:23:32,342] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_42 => tumor_42.nii.gz
[2023-12-12 14:23:32,342] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_51 => tumor_51.nii.gz
[2023-12-12 14:23:32,343] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_31 => tumor_31.nii.gz
[2023-12-12 14:23:32,344] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_68 => tumor_68.nii.gz
[2023-12-12 14:23:32,344] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_90 => tumor_90.nii.gz
[2023-12-12 14:23:32,345] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_12 => tumor_12.nii.gz
[2023-12-12 14:23:32,346] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_63 => tumor_63.nii.gz
[2023-12-12 14:23:32,346] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_10 => tumor_10.nii.gz
[2023-12-12 14:23:32,347] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_88 => tumor_88.nii.gz
[2023-12-12 14:23:32,347] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_56 => tumor_56.nii.gz
[2023-12-12 14:23:32,348] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_9 => tumor_9.nii.gz
[2023-12-12 14:23:32,348] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_78 => tumor_78.nii.gz
[2023-12-12 14:23:32,349] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_55 => tumor_55.nii.gz
[2023-12-12 14:23:32,350] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_36 => tumor_36.nii.gz
[2023-12-12 14:23:32,350] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_33 => tumor_33.nii.gz
[2023-12-12 14:23:32,351] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_8 => tumor_8.nii.gz
[2023-12-12 14:23:32,352] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_5 => tumor_5.nii.gz
[2023-12-12 14:23:32,352] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_22 => tumor_22.nii.gz
[2023-12-12 14:23:32,353] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_54 => tumor_54.nii.gz
[2023-12-12 14:23:32,354] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_91 => tumor_91.nii.gz
[2023-12-12 14:23:32,354] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_45 => tumor_45.nii.gz
[2023-12-12 14:23:32,355] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_93 => tumor_93.nii.gz
[2023-12-12 14:23:32,355] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_15 => tumor_15.nii.gz
[2023-12-12 14:23:32,356] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_86 => tumor_86.nii.gz
[2023-12-12 14:23:32,357] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_70 => tumor_70.nii.gz
[2023-12-12 14:23:32,357] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_16 => tumor_16.nii.gz
[2023-12-12 14:23:32,358] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_98 => tumor_98.nii.gz
[2023-12-12 14:23:32,359] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_52 => tumor_52.nii.gz
[2023-12-12 14:23:32,360] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_41 => tumor_41.nii.gz
[2023-12-12 14:23:32,360] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_38 => tumor_38.nii.gz
[2023-12-12 14:23:32,361] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_60 => tumor_60.nii.gz
[2023-12-12 14:23:32,362] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_53 => tumor_53.nii.gz
[2023-12-12 14:23:32,362] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_96 => tumor_96.nii.gz
[2023-12-12 14:23:32,363] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_46 => tumor_46.nii.gz
[2023-12-12 14:23:32,364] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_30 => tumor_30.nii.gz
[2023-12-12 14:23:32,365] [12892] [MainThread] [INFO] (monailabel.datastore.local:594) - Adding New Image: tumor_103 => tumor_103.nii.gz
[2023-12-12 14:23:32,375] [12892] [MainThread] [INFO] (monailabel.datastore.local:577) - Invalidate count: 105
[2023-12-12 14:23:32,411] [12892] [MainThread] [INFO] (monailabel.datastore.local:151) - Start observing external modifications on datastore (AUTO RELOAD)
[2023-12-12 14:27:41,598] [13094] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: /home/zmarinov/repos/AutoPET2-Submission/radiology; studies: /cvhci/data/AutoPET/AutoPET/imagesTs; conf: {'models': 'sw_fastedit'}
[2023-12-12 14:27:43,200] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for MONAILabelApp Found: <class 'main.MyApp'>
[2023-12-12 14:27:43,218] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_2d.Deepgrow2D'>
[2023-12-12 14:27:43,219] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_spine.LocalizationSpine'>
[2023-12-12 14:27:43,238] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.sw_fastedit.SWFastEditConfig'>
[2023-12-12 14:27:43,240] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_3d.Deepgrow3D'>
[2023-12-12 14:27:43,242] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation.Segmentation'>
[2023-12-12 14:27:43,249] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepedit.DeepEdit'>
[2023-12-12 14:27:43,251] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_vertebra.LocalizationVertebra'>
[2023-12-12 14:27:43,253] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation_spleen.SegmentationSpleen'>
[2023-12-12 14:27:43,254] [13094] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation_vertebra.SegmentationVertebra'>
[2023-12-12 14:27:43,255] [13094] [MainThread] [INFO] (main:93) - +++ Adding Model: sw_fastedit => lib.configs.sw_fastedit.SWFastEditConfig
[2023-12-12 14:27:43,613] [13094] [MainThread] [INFO] (main:96) - +++ Using Models: ['sw_fastedit']
[2023-12-12 14:27:43,614] [13094] [MainThread] [INFO] (monailabel.interfaces.app:135) - Init Datastore for: /cvhci/data/AutoPET/AutoPET/imagesTs
[2023-12-12 14:27:43,615] [13094] [MainThread] [INFO] (monailabel.datastore.local:130) - Auto Reload: True; Extensions: ['*.nii.gz', '*.nii', '*.nrrd', '*.jpg', '*.png', '*.tif', '*.svs', '*.xml']
[2023-12-12 14:27:43,654] [13094] [MainThread] [INFO] (monailabel.datastore.local:577) - Invalidate count: 0
[2023-12-12 14:27:43,655] [13094] [MainThread] [INFO] (monailabel.datastore.local:151) - Start observing external modifications on datastore (AUTO RELOAD)
[2023-12-12 14:31:43,387] [13318] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: /home/zmarinov/repos/AutoPET2-Submission/radiology; studies: /cvhci/data/AutoPET/AutoPET/imagesTs; conf: {'models': 'sw_fastedit'}
[2023-12-12 14:31:44,994] [13318] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for MONAILabelApp Found: <class 'main.MyApp'>
[2023-12-12 14:31:45,011] [13318] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_2d.Deepgrow2D'>
[2023-12-12 14:31:45,013] [13318] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_spine.LocalizationSpine'>
[2023-12-12 14:33:12,432] [13522] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: /home/zmarinov/repos/AutoPET2-Submission/radiology; studies: /cvhci/data/AutoPET/AutoPET/imagesTs; conf: {'models': 'sw_fastedit'}
[2023-12-12 15:46:42,209] [28329] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: /home/zmarinov/repos/AutoPET2-Submission/radiology; studies: /cvhci/data/AutoPET/AutoPET/imagesTs; conf: {'models': 'sw_fastedit'}
[2023-12-12 15:46:42,397] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for MONAILabelApp Found: <class 'main.MyApp'>
[2023-12-12 15:46:42,412] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_2d.Deepgrow2D'>
[2023-12-12 15:46:42,414] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_spine.LocalizationSpine'>
[2023-12-12 15:46:42,425] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.sw_fastedit.SWFastEditConfig'>
[2023-12-12 15:46:42,426] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_3d.Deepgrow3D'>
[2023-12-12 15:46:42,428] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation.Segmentation'>
[2023-12-12 15:46:42,434] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepedit.DeepEdit'>
[2023-12-12 15:46:42,435] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_vertebra.LocalizationVertebra'>
[2023-12-12 15:46:42,437] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation_spleen.SegmentationSpleen'>
[2023-12-12 15:46:42,438] [28329] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation_vertebra.SegmentationVertebra'>
[2023-12-12 15:46:42,439] [28329] [MainThread] [INFO] (main:93) - +++ Adding Model: sw_fastedit => lib.configs.sw_fastedit.SWFastEditConfig
[2023-12-12 15:46:42,871] [28329] [MainThread] [INFO] (main:96) - +++ Using Models: ['sw_fastedit']
[2023-12-12 15:46:42,872] [28329] [MainThread] [INFO] (monailabel.interfaces.app:135) - Init Datastore for: /cvhci/data/AutoPET/AutoPET/imagesTs
[2023-12-12 15:46:42,873] [28329] [MainThread] [INFO] (monailabel.datastore.local:130) - Auto Reload: True; Extensions: ['*.nii.gz', '*.nii', '*.nrrd', '*.jpg', '*.png', '*.tif', '*.svs', '*.xml']
[2023-12-12 15:46:42,915] [28329] [MainThread] [INFO] (monailabel.datastore.local:577) - Invalidate count: 0
[2023-12-12 15:46:42,916] [28329] [MainThread] [INFO] (monailabel.datastore.local:151) - Start observing external modifications on datastore (AUTO RELOAD)
[2023-12-12 17:05:06,119] [21311] [MainThread] [INFO] (monailabel.interfaces.utils.app:37) - Initializing App from: /home/zmarinov/repos/AutoPET2-Submission/radiology; studies: /cvhci/data/AutoPET/AutoPET/imagesTs; conf: {'models': 'sw_fastedit'}
[2023-12-12 17:05:16,699] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for MONAILabelApp Found: <class 'main.MyApp'>
[2023-12-12 17:05:16,735] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_2d.Deepgrow2D'>
[2023-12-12 17:05:16,736] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_spine.LocalizationSpine'>
[2023-12-12 17:05:16,738] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.sw_fastedit.SWFastEditConfig'>
[2023-12-12 17:05:16,740] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepgrow_3d.Deepgrow3D'>
[2023-12-12 17:05:16,743] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation.Segmentation'>
[2023-12-12 17:05:16,755] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.deepedit.DeepEdit'>
[2023-12-12 17:05:16,758] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.localization_vertebra.LocalizationVertebra'>
[2023-12-12 17:05:16,759] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation_spleen.SegmentationSpleen'>
[2023-12-12 17:05:16,761] [21311] [MainThread] [INFO] (monailabel.utils.others.class_utils:57) - Subclass for TaskConfig Found: <class 'lib.configs.segmentation_vertebra.SegmentationVertebra'>
[2023-12-12 17:05:16,762] [21311] [MainThread] [INFO] (main:93) - +++ Adding Model: sw_fastedit => lib.configs.sw_fastedit.SWFastEditConfig
[2023-12-12 17:05:17,081] [21311] [MainThread] [INFO] (main:96) - +++ Using Models: ['sw_fastedit']
[2023-12-12 17:05:17,082] [21311] [MainThread] [INFO] (monailabel.interfaces.app:135) - Init Datastore for: /cvhci/data/AutoPET/AutoPET/imagesTs
